hotel_id,place_id,hotel_name,star_rating,price_per_night,hotel_type,free_wifi,breakfast,parking,family_friendly,address,min_price,max_price
H0385,P062,Glenburn Tea Estate Darjeeling,5,₹20000–₹45000,Luxury,Yes,Yes,Yes,Yes,Glenburn Tea Estate Darjeeling,20000,45000
H0386,P062,Hotel Valentino Darjeeling,3,₹3000–₹6000,Mid-range,Yes,Yes,No,Yes,Rockville Road Darjeeling,3000,6000
H0387,P062,Zostel Darjeeling,3,₹700–₹2000,Budget,Yes,No,No,Yes,Dr Zakir Hussain Road Darjeeling,700,2000
H0388,P062,Hotel Revolver Darjeeling,3,₹2500–₹5000,Budget,Yes,No,No,Yes,Gandhi Road Darjeeling,2500,5000
H0389,P063,Sunderban Tiger Camp,4,₹8000–₹16000,Mid-range,Yes,Yes,Yes,Yes,Dayapur Village Sundarbans,8000,16000
H0390,P063,Sundarbans Jungle Camp,3,₹5000–₹10000,Mid-range,Yes,Yes,Yes,Yes,Bali Island Sundarbans,5000,10000
H0391,P063,Help Tourism Sundarbans,3,₹4000–₹8000,Mid-range,Yes,Yes,No,Yes,Pakhiralay Sundarbans,4000,8000
H0392,P063,Sundarban Mangrove Resort,3,₹3500–₹7000,Mid-range,Yes,Yes,Yes,Yes,Gosaba Sundarbans,3500,7000
H0393,P063,Tiger Roar Resort Sundarbans,3,₹4500–₹9000,Mid-range,Yes,Yes,Yes,Yes,Dayapur Sundarbans,4500,9000
H0394,P064,Mayfair Beach Resort Puri,5,₹12000–₹25000,Luxury,Yes,Yes,Yes,Yes,CT Road Puri,12000,25000
H0395,P064,Toshali Sands Puri,4,₹7000–₹14000,Mid-range,Yes,Yes,Yes,Yes,Konark Marine Drive Puri,7000,14000
H0396,P064,Hotel Nilachal Ashok Puri,3,₹3000–₹6000,Mid-range,Yes,Yes,Yes,Yes,VIP Road Puri,3000,6000
H0397,P064,Zostel Puri,3,₹700–₹2000,Budget,Yes,No,No,Yes,CT Road Puri,700,2000
H0398,P064,Hotel Holiday Resort Puri,3,₹2500–₹5000,Budget,Yes,No,Yes,Yes,CT Road Puri,2500,5000
H0399,P064,Hans Coco Palms Puri,4,₹6000–₹12000,Mid-range,Yes,Yes,Yes,Yes,CT Road Puri,6000,12000
H0400,P065,Trident Bhubaneswar,5,₹10000–₹20000,Luxury,Yes,Yes,Yes,Yes,CB-1 Nayapalli Bhubaneswar,10000,20000
H0401,P065,Mayfair Lagoon Bhubaneswar,5,₹12000–₹25000,Luxury,Yes,Yes,Yes,Yes,8B Jaydev Vihar Bhubaneswar,12000,25000
H0402,P065,Hotel Swosti Premium Bhubaneswar,4,₹6000–₹12000,Mid-range,Yes,Yes,Yes,Yes,103 Janpath Bhubaneswar,6000,12000
H0403,P065,Lemon Tree Hotel Bhubaneswar,4,₹5000–₹10000,Mid-range,Yes,Yes,Yes,Yes,Jaydev Vihar Bhubaneswar,5000,10000
H0404,P065,Zostel Bhubaneswar,3,₹700–₹2000,Budget,Yes,No,No,Yes,Bhubaneswar Town,700,2000
H0405,P065,Hotel Presidency Bhubaneswar,3,₹2500–₹5000,Budget,Yes,No,Yes,Yes,Raj Path Bhubaneswar,2500,5000
H0406,P066,Konark Resort OTDC,3,₹3000–₹6000,Mid-range,Yes,Yes,Yes,Yes,Konark Temple Road Konark,3000,6000
H0407,P066,Labanya Lodge Konark,3,₹2000–₹4000,Budget,Yes,No,Yes,Yes,Near Sun Temple Konark,2000,4000
H0408,P066,Hotel Surya Konark,3,₹2500–₹5000,Budget,Yes,No,Yes,Yes,Konark Temple Road Konark,2500,5000
H0409,P066,Sun Temple View Resort Konark,3,₹3500–₹7000,Mid-range,Yes,Yes,Yes,Yes,Konark Marine Drive Konark,3500,7000
H0410,P067,Panthanivas Chilika Barkul,3,₹2500–₹5000,Mid-range,Yes,Yes,Yes,Yes,Barkul Chilika Lake Odisha,2500,5000
H0411,P067,Panthanivas Rambha,3,₹2000–₹4000,Budget,Yes,No,Yes,Yes,Rambha Chilika Lake Odisha,2000,4000
H0412,P067,Hotel Chilika Resort,3,₹3000–₹6000,Mid-range,Yes,Yes,Yes,Yes,Barkul Chilika Odisha,3000,6000
H0413,P067,Wild Grass Resort Chilika,3,₹3500–₹7000,Mid-range,Yes,Yes,Yes,Yes,Satapada Chilika Odisha,3500,7000
H0414,P067,OTDC Yatri Niwas Satapada,3,₹1500–₹3000,Budget,Yes,No,Yes,Yes,Satapada Chilika Odisha,1500,3000
H0415,P068,Maurya Patna,5,₹8000–₹16000,Luxury,Yes,Yes,Yes,Yes,South Gandhi Maidan Patna,8000,16000
H0416,P068,Hotel Chanakya Patna,4,₹5000–₹10000,Mid-range,Yes,Yes,Yes,Yes,Beer Chand Patel Marg Patna,5000,10000
H0417,P068,Lemon Tree Hotel Patna,4,₹6000–₹12000,Mid-range,Yes,Yes,Yes,Yes,Fraser Road Patna,6000,12000
H0418,P068,Hotel Patliputra Ashok,3,₹3000–₹6000,Mid-range,Yes,Yes,Yes,Yes,Dak Bungalow Road Patna,3000,6000
H0419,P068,Zostel Patna,3,₹700–₹2000,Budget,Yes,No,No,Yes,Fraser Road Patna,700,2000
H0420,P068,Hotel Rajasthan Patna,3,₹2000–₹4000,Budget,Yes,No,Yes,Yes,Exhibition Road Patna,2000,4000
H0421,P069,Royal Residency Bodh Gaya,4,₹6000–₹12000,Mid-range,Yes,Yes,Yes,Yes,Bodh Gaya Temple Road Bodh Gaya,6000,12000
H0422,P069,Hotel Sujata Bodh Gaya,3,₹2500–₹5000,Mid-range,Yes,Yes,Yes,Yes,Siddharth Nagar Bodh Gaya,2500,5000
H0423,P069,Bodh Gaya Regency,3,₹3000–₹6000,Mid-range,Yes,Yes,Yes,Yes,Opposite Mahabodhi Temple Bodh Gaya,3000,6000
H0424,P069,Hotel Lotus Nikko Bodh Gaya,4,₹5000–₹10000,Mid-range,Yes,Yes,Yes,Yes,Bodhgaya Road Bodh Gaya,5000,10000
H0425,P069,Mahayana Guest House,3,₹1500–₹3000,Budget,Yes,No,Yes,Yes,Near Mahabodhi Temple Bodh Gaya,1500,3000
H0426,P069,Hotel Tathagat International,3,₹2000–₹4000,Budget,Yes,No,Yes,Yes,Siddharth Nagar Bodh Gaya,2000,4000
H0427,P070,Hotel Nalanda Regency,3,₹2500–₹5000,Mid-range,Yes,Yes,Yes,Yes,Near Nalanda Ruins Nalanda,2500,5000
H0428,P070,Hotel Siddharth Nalanda,3,₹2000–₹4000,Budget,Yes,No,Yes,Yes,Nalanda Town Bihar,2000,4000
H0429,P070,Hotel Pawan Nalanda,3,₹1500–₹3000,Budget,Yes,No,Yes,Yes,Rajgir Road Nalanda,1500,3000
H0430,P071,Hotel Digha Sands,3,₹3000–₹6000,Mid-range,Yes,Yes,Yes,Yes,Old Digha Beach Road Digha,3000,6000
H0431,P071,Hotel Sea Hawk Digha,3,₹2500–₹5000,Mid-range,Yes,Yes,Yes,Yes,New Digha Beach Road Digha,2500,5000
H0432,P071,Hotel Tara Digha,3,₹2000–₹4000,Budget,Yes,No,Yes,Yes,Old Digha Digha,2000,4000
H0433,P071,WBTDC Tourist Lodge Digha,3,₹1500–₹3000,Budget,Yes,No,Yes,Yes,New Digha Digha,1500,3000
H0434,P071,Hotel Coral Digha,3,₹3500–₹7000,Mid-range,Yes,Yes,Yes,Yes,New Digha Beach Digha,3500,7000
H0435,P072,Hotel Bishnupur Tourist Lodge,3,₹2000–₹4000,Budget,Yes,No,Yes,Yes,Station Road Bishnupur,2000,4000
H0436,P072,WBTDC Youth Hostel Bishnupur,3,₹1000–₹2500,Budget,Yes,No,Yes,Yes,Bishnupur Town West Bengal,1000,2500
H0437,P072,Hotel Malla Residency Bishnupur,3,₹2500–₹5000,Mid-range,Yes,Yes,Yes,Yes,Bishnupur Town West Bengal,2500,5000
H0438,P073,Mayfair Gangtok,5,₹15000–₹30000,Luxury,Yes,Yes,Yes,Yes,Palzor Stadium Road Gangtok Sikkim,15000,30000
H0439,P073,Elgin Nor-Khill Gangtok,5,₹12000–₹25000,Luxury,Yes,Yes,Yes,Yes,Tibet Road Gangtok Sikkim,12000,25000
H0440,P073,Hotel Sonam Delek Gangtok,3,₹3000–₹6000,Mid-range,Yes,Yes,No,Yes,Tibet Road Gangtok Sikkim,3000,6000
H0441,P073,Zostel Gangtok,3,₹700–₹2000,Budget,Yes,No,No,Yes,MG Road Gangtok Sikkim,700,2000
H0442,P073,Hotel Tashi Delek Gangtok,4,₹6000–₹12000,Mid-range,Yes,Yes,Yes,Yes,MG Marg Gangtok Sikkim,6000,12000
H0443,P073,Netuk House Gangtok,4,₹7000–₹14000,Mid-range,Yes,Yes,Yes,Yes,Tibet Road Gangtok Sikkim,7000,14000
H0444,P073,Hotel Lhakpa Gangtok,3,₹2500–₹5000,Budget,Yes,No,No,Yes,NH 31A Gangtok Sikkim,2500,5000
H0445,P074,Kalimpong Park Hotel,4,₹8000–₹16000,Luxury,Yes,Yes,Yes,Yes,Rinkingpong Road Kalimpong,8000,16000
H0446,P074,Holumba Haven Kalimpong,4,₹7000–₹14000,Mid-range,Yes,Yes,Yes,Yes,Rinkingpong Road Kalimpong,7000,14000
H0447,P074,Hotel Silver Oaks Kalimpong,3,₹3000–₹6000,Mid-range,Yes,Yes,Yes,Yes,Rinkingpong Road Kalimpong,3000,6000
H0448,P074,Zostel Kalimpong,3,₹700–₹2000,Budget,Yes,No,No,Yes,Kalimpong Town,700,2000
H0449,P074,Lodge Deki Kalimpong,3,₹2000–₹4000,Budget,Yes,No,No,Yes,Kalimpong Town West Bengal,2000,4000
H0450,P075,Polo Towers Shillong,4,₹7000–₹14000,Mid-range,Yes,Yes,Yes,Yes,Polo Road Shillong,7000,14000
H0451,P075,Hotel Pinewood Shillong,4,₹6000–₹12000,Mid-range,Yes,Yes,Yes,Yes,European Ward Shillong,6000,12000
H0452,P075,Ri Kynjai Shillong,5,₹15000–₹30000,Luxury,Yes,Yes,Yes,Yes,Umiam Lake Road Shillong,15000,30000
H0453,P075,Zostel Shillong,3,₹700–₹2000,Budget,Yes,No,No,Yes,Police Bazar Shillong,700,2000
H0454,P075,Hotel Centre Point Shillong,3,₹3000–₹6000,Mid-range,Yes,Yes,Yes,Yes,GS Road Shillong,3000,6000
H0455,P075,Tripura Castle Shillong,4,₹8000–₹16000,Luxury,Yes,Yes,Yes,Yes,Cleve Colony Shillong,8000,16000
H0456,P076,Cherrapunjee Holiday Resort,4,₹7000–₹14000,Mid-range,Yes,Yes,Yes,Yes,Cherrapunji Village Meghalaya,7000,14000
H0457,P076,Polo Orchid Resort Cherrapunji,4,₹8000–₹16000,Mid-range,Yes,Yes,Yes,Yes,Cherrapunji Meghalaya,8000,16000
H0458,P076,Conifer Valley Homestay Cherrapunji,3,₹2500–₹5000,Budget,Yes,Yes,Yes,Yes,Cherrapunji Meghalaya,2500,5000
H0459,P076,Hotel Sohra Cherrapunji,3,₹2000–₹4000,Budget,Yes,No,Yes,Yes,Sohra Cherrapunji Meghalaya,2000,4000
H0460,P076,Zostel Cherrapunji,3,₹700–₹2000,Budget,Yes,No,No,Yes,Cherrapunji Meghalaya,700,2000
H0461,P077,Diphlu River Lodge Kaziranga,5,₹20000–₹45000,Luxury,Yes,Yes,Yes,Yes,Kohora Kaziranga Assam,20000,45000
H0462,P077,Iora The Retreat Kaziranga,5,₹18000–₹40000,Luxury,Yes,Yes,Yes,Yes,Kohora Kaziranga Assam,18000,40000
H0463,P077,Borgos Resort Kaziranga,4,₹8000–₹16000,Mid-range,Yes,Yes,Yes,Yes,Kohora Kaziranga Assam,8000,16000
H0464,P077,Infinity Resort Kaziranga,4,₹7000–₹14000,Mid-range,Yes,Yes,Yes,Yes,Kohora Kaziranga Assam,7000,14000
H0465,P077,Wild Grass Lodge Kaziranga,4,₹9000–₹18000,Mid-range,Yes,Yes,Yes,Yes,Kohora Kaziranga Assam,9000,18000
H0466,P077,Hotel Aranya Kaziranga,3,₹3000–₹6000,Budget,Yes,Yes,Yes,Yes,Kohora Kaziranga Assam,3000,6000
H0467,P078,Mawlynnong Eco Huts,3,₹2500–₹5000,Budget,Yes,Yes,Yes,Yes,Mawlynnong Village Meghalaya,2500,5000
H0468,P078,Mawlynnong Village Resort,3,₹3000–₹6000,Mid-range,Yes,Yes,Yes,Yes,Mawlynnong Meghalaya,3000,6000
H0469,P078,Nature View Homestay Mawlynnong,3,₹2000–₹4000,Budget,Yes,No,Yes,Yes,Mawlynnong Village Meghalaya,2000,4000
H0470,P079,Hotel Tawang,3,₹3000–₹6000,Mid-range,Yes,Yes,Yes,Yes,Nehru Market Tawang Arunachal Pradesh,3000,6000
H0471,P079,Tawang Inn,3,₹2500–₹5000,Budget,Yes,No,Yes,Yes,Main Market Tawang Arunachal Pradesh,2500,5000
H0472,P079,Hotel Gakyi Khang Zhang,3,₹3500–₹7000,Mid-range,Yes,Yes,Yes,Yes,Tawang Town Arunachal Pradesh,3500,7000
H0473,P079,Pemaling Guest House Tawang,3,₹2000–₹4000,Budget,Yes,No,Yes,Yes,Tawang Town Arunachal Pradesh,2000,4000
H0474,P079,Hotel Oyen Tawang,3,₹3000–₹6000,Mid-range,Yes,Yes,Yes,Yes,Nehru Market Tawang Arunachal Pradesh,3000,6000
H0475,P080,Hotel Ziro Valley,3,₹2500–₹5000,Mid-range,Yes,Yes,Yes,Yes,Hapoli Ziro Arunachal Pradesh,2500,5000
H0476,P080,Pine Ridge Resort Ziro,3,₹3000–₹6000,Mid-range,Yes,Yes,Yes,Yes,Ziro Town Arunachal Pradesh,3000,6000
H0477,P080,Homestay Ziro,3,₹1500–₹3000,Budget,Yes,No,Yes,Yes,Apatani Village Ziro Arunachal Pradesh,1500,3000
H0478,P080,Hotel Blue Pine Ziro,3,₹2000–₹4000,Budget,Yes,No,Yes,Yes,Hapoli Ziro Arunachal Pradesh,2000,4000
