attraction_id,place_id,attraction_name,category,opening_time,closing_time,entry_fee,time_required,rating,description
A0383,P047,Taragarh Fort Ajmer,Fort,6:00,18:00,0,2 hours,4.4,Ruined 14th-century hilltop fort with panoramic views over Ajmer city and lake.
A0384,P047,Adhai Din Ka Jhonpra,Historical,8:00,18:00,0,1 hour,4.4,12th-century ruined mosque with stunning Indo-Islamic arched screen and pillared hall.
A0385,P047,Nasiyan Jain Temple,Temple,8:30,16:30,15,1 hour,4.6,Spectacular double-storey Jain temple with golden diorama depicting Jain cosmological universe.
A0386,P047,Government Museum Ajmer,Museum,10:00,16:30,20,1 hour,4.2,Museum in Akbar's former palace displaying Mughal and Rajput armour sculptures and coins.
A0387,P048,Dilwara Temples,Temple,12:00,18:00,0,2 hours,4.9,Exquisite 11th-century Jain marble temples with the most intricate stone carvings in India.
A0388,P048,Nakki Lake,Lake,0:00,23:59,0,1 hour,4.5,Scenic sacred lake in Mount Abu with boating caves and the famous Toad Rock.
A0389,P048,Guru Shikhar,Viewpoint,7:00,19:00,0,1 hour,4.6,Highest peak in Aravalli range at 1722m with Dattatreya temple and sweeping views.
A0390,P048,Achalgarh Fort,Fort,8:00,18:00,0,1 hour,4.4,15th-century Maharana Kumbha fort with Shiva temple and bronze Nandi statue.
A0391,P048,Mount Abu Wildlife Sanctuary,Wildlife,6:00,18:00,150,Half Day,4.5,Dense forest sanctuary with leopards sloth bears wild boar and hundreds of bird species.
A0392,P048,Sunset Point Mount Abu,Viewpoint,16:00,19:00,0,1 hour,4.5,Most popular viewpoint in Mount Abu offering spectacular sunset over Aravalli Valley.
A0393,P048,Trevor's Tank,Wildlife,7:00,17:00,100,1 hour,4.3,Scenic reservoir built by a British engineer teeming with crocodiles and migratory birds.
A0394,P049,Rann of Kutch,Nature,0:00,23:59,0,Half Day,4.9,Vast white salt desert stretching 7500 sq km magical under full moon night sky.
A0395,P049,Dholavira,Historical,9:00,17:00,40,2 hours,4.7,UNESCO-listed Indus Valley Civilisation site with sophisticated ancient water conservation systems.
A0396,P049,Kutch Museum,Museum,9:00,12:00,10,1 hour,4.3,Oldest museum in Gujarat with archaeological finds textiles weaponry and Kshatrapa inscriptions.
A0397,P049,Vijay Vilas Palace Kutch,Palace,9:00,18:00,100,1 hour,4.5,Royal summer palace of Kutch rulers with rooftop views of Arabian Sea and desert.
A0398,P049,Kalo Dungar,Viewpoint,6:00,18:00,0,1 hour,4.6,Highest point in Kutch at 462m with Dattatreya temple and panoramic desert views.
A0399,P049,Mandvi Beach,Beach,6:00,19:00,0,1 hour,4.5,Picturesque beach near historic Mandvi town with views of traditional dhow boatyard.
A0400,P049,Aina Mahal Palace,Palace,9:00,12:00,40,1 hour,4.4,18th-century hall of mirrors palace built by Rao Lakhpatji with European-style interiors.
A0401,P050,Dwarkadhish Temple,Temple,6:00,13:00,0,2 hours,4.9,Ancient five-storey temple dedicated to Lord Krishna with 72-pillar sanctum and spire.
A0402,P050,Bet Dwarka,Religious,6:00,18:00,0,2 hours,4.6,Sacred island believed to be original residence of Lord Krishna reachable by boat.
A0403,P050,Rukmini Devi Temple,Temple,7:00,12:00,0,1 hour,4.5,Ancient temple dedicated to Rukmini consort of Lord Krishna two kilometres from Dwarka.
A0404,P050,Gomti Ghat,Religious,5:00,21:00,0,1 hour,4.5,Sacred riverfront ghat where devotees take ritual dip where Gomti meets Arabian Sea.
A0405,P050,Dwarka Lighthouse,Viewpoint,16:00,18:00,20,30 mins,4.3,Working lighthouse offering panoramic views of Arabian Sea and Dwarkadhish Temple spire.
A0406,P050,Nageshwar Jyotirlinga Temple,Temple,6:00,21:00,0,1 hour,4.7,One of twelve sacred Jyotirlinga shrines with massive outdoor Shiva statue near Dwarka.
A0407,P050,Shivrajpur Beach,Beach,6:00,19:00,0,1 hour,4.5,Blue Flag awarded pristine beach near Dwarka with crystal waters and minimal crowds.
A0408,P051,Somnath Temple,Temple,6:00,21:30,0,2 hours,4.9,Sacred Jyotirlinga temple rebuilt seven times standing majestically on the Arabian Sea shore.
A0409,P051,Somnath Beach,Beach,6:00,20:00,0,1 hour,4.4,Serene beach adjacent to Somnath Temple with views of the vast Arabian Sea.
A0410,P051,Junagadh Gate,Historical,0:00,23:59,0,30 mins,4.2,Ancient gateway near Somnath Temple marking the historic entrance to the temple town.
A0411,P051,Prabhas Patan Museum,Museum,10:30,17:30,10,1 hour,4.3,Museum displaying sculptures and artifacts excavated from ancient Prabhas Patan region.
A0412,P051,Triveni Sangam Somnath,Religious,5:00,20:00,0,1 hour,4.5,Sacred confluence of Hiran Kapila and Saraswati rivers near Somnath Temple.
A0413,P051,Bhalka Tirth,Religious,6:00,20:00,0,1 hour,4.5,Sacred site where Lord Krishna was mistakenly shot by a hunter's arrow.
A0414,P051,Gita Mandir Somnath,Temple,7:00,21:00,0,30 mins,4.4,White marble temple with complete Bhagavad Gita inscribed on its pillars and walls.
A0415,P052,Sabarmati Ashram,Historical,8:30,18:30,0,2 hours,4.8,Gandhi's home for 13 years and launchpad of the historic Dandi Salt March in 1930.
A0416,P052,Adalaj Stepwell,Historical,8:00,18:00,0,1 hour,4.7,Exquisite 15th-century five-storey Indo-Islamic stepwell with intricate ornamental carvings.
A0417,P052,Sabarmati Riverfront,Nature,6:00,22:00,0,1 hour,4.5,Beautifully developed riverfront promenade ideal for evening walks cycling and leisure.
A0418,P052,Sidi Saiyyed Mosque,Historical,8:00,18:00,0,30 mins,4.7,16th-century mosque famous for its stunning intricate stone lattice Tree of Life window.
A0419,P052,Kankaria Lake,Lake,9:00,22:00,25,2 hours,4.5,Largest lake in Ahmedabad with zoo amusement park and balloon rides for families.
A0420,P052,Jama Masjid Ahmedabad,Historical,6:00,18:00,0,1 hour,4.5,Magnificent 15th-century mosque with 260 columns and exquisite stone lattice screens.
A0421,P052,Calico Museum of Textiles,Museum,10:30,12:30,0,2 hours,4.7,World-renowned museum with rare antique Indian textiles royal garments and religious fabrics.
A0422,P052,Hutheesing Jain Temple,Temple,10:00,13:00,0,1 hour,4.6,Ornate 19th-century white marble Jain temple dedicated to Dharmanath with carved pillars.
A0423,P052,Auto World Vintage Car Museum,Museum,8:00,21:00,200,1 hour,4.5,Impressive private museum with over 100 vintage and classic cars from around the world.
A0424,P053,Lonavala Lake,Lake,7:00,18:00,0,1 hour,4.4,Scenic reservoir surrounded by misty hills ideal for morning walks and picnics.
A0425,P053,Bhushi Dam,Nature,9:00,18:00,0,1 hour,4.5,Popular rocky dam where water overflows during monsoon making it a favourite picnic spot.
A0426,P053,Karla Caves,Historical,9:00,17:30,50,2 hours,4.6,1st-century rock-cut Buddhist caves with India's largest Chaitya hall and ancient carvings.
A0427,P053,Bhaja Caves,Historical,9:00,17:30,25,1 hour,4.5,Ancient 2nd-century Buddhist caves with carved Chaitya hall viharas and dancing figures.
A0428,P053,Tiger's Leap,Viewpoint,8:00,18:00,0,1 hour,4.5,Dramatic cliff viewpoint where rocky outcrop juts like a leaping tiger over the valley.
A0429,P053,Rajmachi Fort,Adventure,6:00,18:00,0,Half Day,4.6,Twin hilltop Maratha forts accessible via popular trekking trail through scenic Sahyadri jungle.
A0430,P053,Duke's Nose,Viewpoint,6:00,18:00,0,2 hours,4.5,Rock formation resembling Duke of Wellington's nose offering sweeping valley panoramas.
A0431,P053,Visapur Fort,Adventure,6:00,18:00,0,Half Day,4.4,Maratha hilltop fort near Lonavala popular for trekking with ruins and scenic views.
A0432,P054,Venna Lake,Lake,8:00,18:00,30,1 hour,4.5,Popular boating lake at the heart of Mahabaleshwar surrounded by forested hills.
A0433,P054,Elephant's Head Point,Viewpoint,8:00,18:00,0,30 mins,4.5,Unique rock formation resembling an elephant's head with scenic valley views below.
A0434,P054,Arthur's Seat,Viewpoint,8:00,18:00,0,30 mins,4.6,Queen of all viewpoints in Mahabaleshwar with dramatic 2000-foot sheer drop to valley.
A0435,P054,Lingmala Waterfall,Nature,9:00,17:30,50,1 hour,4.5,Two-tiered stunning waterfall gushing down rocky cliffs in dense Sahyadri forest.
A0436,P054,Mahabaleshwar Temple,Temple,6:00,19:00,0,1 hour,4.6,Ancient temple housing a sacred lingam with five streams emerging symbolising five rivers.
A0437,P054,Pratapgad Fort,Fort,9:00,18:00,25,2 hours,4.7,Historic Maratha fort where Shivaji defeated Afzal Khan in the famous 1659 battle.
A0438,P054,Wilson Point,Viewpoint,5:30,18:00,0,1 hour,4.6,Highest point in Mahabaleshwar and only place to see both sunrise and sunset.
A0439,P054,Mapro Garden,Garden,8:00,20:00,0,1 hour,4.5,Famous strawberry garden and food factory offering fresh produce and strawberry treats.
A0440,P055,Diu Fort,Fort,8:00,18:00,0,2 hours,4.6,Massive 16th-century Portuguese seafront fort with lighthouse bastions and sea-facing cannons.
A0441,P055,Nagoa Beach,Beach,6:00,20:00,0,2 hours,4.6,Longest and most popular beach in Diu with calm waters and shady hoka palm trees.
A0442,P055,St Paul's Church Diu,Historical,8:00,18:00,0,1 hour,4.5,Ornate 17th-century Portuguese baroque church with intricate carved facade and peaceful interior.
A0443,P055,Ghoghla Beach,Beach,6:00,20:00,0,1 hour,4.4,Peaceful longest beach in Diu perfect for swimming and water sports near Gujarat border.
A0444,P055,Diu Museum,Museum,9:00,12:00,5,1 hour,4.2,Museum inside old Portuguese church displaying Christian art local artifacts and Diu history.
A0445,P055,Jalandhar Beach,Beach,6:00,20:00,0,1 hour,4.3,Scenic beach near a hilltop Jalandhar Mata temple with a dramatic clifftop view.
A0446,P055,INS Khukri Memorial Diu,Historical,9:00,18:00,0,30 mins,4.4,Memorial to Indian Navy ship INS Khukri sunk during 1971 Indo-Pakistan war.
A0447,P056,Tarkarli Beach,Beach,6:00,20:00,0,2 hours,4.7,Pristine white sand beach with crystal-clear water ideal for scuba diving and snorkelling.
A0448,P056,Sindhudurg Fort,Fort,8:00,18:00,30,2 hours,4.7,Sea fort built by Chhatrapati Shivaji Maharaj on an island in the Arabian Sea.
A0449,P056,Malvan Beach,Beach,6:00,20:00,0,1 hour,4.5,Popular Konkan beach town known for water sports Malvani cuisine and Sindhudurg Fort views.
A0450,P056,Devbagh Beach,Beach,6:00,18:00,0,1 hour,4.6,Secluded sandbar island at confluence of Karli River and sea ideal for camping.
A0451,P056,Rock Garden Tarkarli,Garden,9:00,18:00,0,30 mins,4.2,Small scenic garden near Tarkarli beach ideal for relaxation and sea views.
A0452,P056,Tsunami Island,Nature,7:00,17:00,200,2 hours,4.5,Sandbar island near Tarkarli reachable by boat offering snorkelling and dolphin spotting.
A0453,P057,Trimbakeshwar Temple,Temple,5:30,21:00,0,2 hours,4.8,One of twelve sacred Jyotirlinga shrines near source of Godavari river in Nashik.
A0454,P057,Sula Vineyards,Nature,11:00,22:00,0,2 hours,4.6,India's most famous winery offering vineyard tours wine tasting and resort experience.
A0455,P057,Panchvati,Religious,5:00,21:00,0,2 hours,4.6,Sacred site where Lord Rama lived during his exile with Sita Gumpha and Ram Kund.
A0456,P057,Pandavleni Caves,Historical,8:00,18:00,25,2 hours,4.5,Group of 24 ancient Hinayana Buddhist caves with inscriptions dating to 1st century BC.
A0457,P057,Ramkund,Religious,5:00,21:00,0,1 hour,4.6,Sacred tank where Lord Rama bathed during exile and ashes of the deceased are immersed.
A0458,P057,Nashik Coin Museum,Museum,10:00,17:30,30,1 hour,4.3,Museum with impressive collection of ancient Indian coins spanning several dynasties and empires.
A0459,P057,Anjneri Hill,Adventure,6:00,17:00,0,Half Day,4.5,Birthplace of Lord Hanuman offering scenic trek with panoramic Nashik valley views.
A0460,P058,Gir National Park Safari,Wildlife,6:00,18:00,1200,Half Day,4.9,Only wild habitat of Asiatic lions offering jeep safaris through diverse Sasan Gir forest.
A0461,P058,Devalia Safari Park,Wildlife,8:00,17:00,400,2 hours,4.6,Enclosed safari park inside Gir offering guaranteed lion sightings in natural habitat.
A0462,P058,Kamleshwar Dam,Nature,7:00,18:00,0,1 hour,4.4,Scenic dam in Gir forest attracting crocodiles birds and wildlife to its banks.
A0463,P058,Sinh Sadan Interpretation Centre,Museum,8:00,17:00,0,1 hour,4.3,Visitor centre explaining Gir ecosystem lion behaviour and conservation success story.
A0464,P058,Kankai Mata Temple,Temple,6:00,18:00,0,1 hour,4.3,Ancient hilltop temple dedicated to Goddess Kankai with scenic forest views nearby.
A0465,P058,Tulsi Shyam Hot Springs,Nature,7:00,18:00,0,1 hour,4.3,Natural sulphur hot springs with ancient Vishnu temple surrounded by Gir forest.
A0466,P059,White Rann,Nature,0:00,23:59,0,Half Day,4.9,Vast surreal salt desert stretching endlessly under moonlit sky during Rann Utsav festival.
A0467,P059,Kalo Dungar Black Hills,Viewpoint,6:00,18:00,0,1 hour,4.6,Highest point of Kutch offering panoramic views of the Rann and feeding wild foxes.
A0468,P059,Dholavira,Historical,9:00,17:00,40,2 hours,4.8,UNESCO-listed Harappan city with advanced water systems and ancient signboard of Indus script.
A0469,P059,Rann Utsav Tent City,Nature,0:00,23:59,0,Half Day,4.8,Vibrant cultural festival with folk performances crafts and camel rides on white salt desert.
A0470,P059,Kutch Desert Wildlife Sanctuary,Wildlife,7:00,17:00,150,Half Day,4.5,Vast sanctuary protecting Indian Wild Ass flamingos and migratory birds in salt marshes.
A0471,P059,Mandvi Beach,Beach,6:00,19:00,0,1 hour,4.5,Picturesque Kutch beach with views of traditional wooden dhow boatyard and gentle waves.
A0472,P059,Vijay Vilas Palace,Palace,9:00,18:00,100,1 hour,4.5,Royal summer palace of Kutch royals with rooftop views of Arabian Sea and gardens.
A0473,P059,Aina Mahal,Palace,9:00,12:00,40,1 hour,4.4,Exquisite 18th-century hall of mirrors palace showcasing European craftsmanship in Bhuj.
A0474,P060,Sai Baba Samadhi Mandir,Temple,4:00,23:00,0,2 hours,4.9,World-famous temple housing the marble samadhi of saint Sai Baba attracting millions yearly.
A0475,P060,Dwarkamai Mosque,Religious,6:00,22:00,0,1 hour,4.7,Sacred mosque where Sai Baba spent most of his life with the sacred dhuni fire.
A0476,P060,Chavadi Shirdi,Religious,6:00,22:00,0,30 mins,4.5,Small mosque where Sai Baba slept on alternate nights as part of daily routine.
A0477,P060,Shri Sai Baba Museum,Museum,8:00,22:00,0,1 hour,4.5,Museum displaying items used by Sai Baba including robes utensils photos and palanquin.
A0478,P060,Khandoba Temple Shirdi,Temple,5:00,22:00,0,30 mins,4.4,Ancient hilltop temple dedicated to Lord Khandoba located at the entrance of Shirdi.
A0479,P060,Lendi Garden Shirdi,Garden,5:30,22:00,0,30 mins,4.4,Garden with a neem tree and well where Sai Baba spent time in meditation daily.
A0480,P061,Victoria Memorial Kolkata,Museum,10:00,17:00,200,2 hours,4.8,Iconic white marble monument built for Queen Victoria now a museum of British India.
A0481,P061,Howrah Bridge,Historical,0:00,23:59,0,30 mins,4.7,Iconic cantilever bridge over Hooghly River one of world's busiest and most photographed.
A0482,P061,Dakshineswar Kali Temple,Temple,6:00,12:30,0,2 hours,4.8,Famous riverside temple where Ramakrishna Paramahamsa worshipped and attained enlightenment.
A0483,P061,Indian Museum Kolkata,Museum,10:00,17:00,50,3 hours,4.6,Oldest and largest museum in India with collections spanning art archaeology and natural history.
A0484,P061,Kalighat Kali Temple,Temple,5:00,14:00,0,1 hour,4.6,One of 51 Shakti Peethas dedicated to Goddess Kali in the heart of Kolkata.
A0485,P061,Park Street Cemetery,Historical,8:00,17:00,0,1 hour,4.4,18th-century colonial cemetery with Gothic tombstones considered most important in Asia.
A0486,P061,Marble Palace Kolkata,Palace,10:00,16:00,0,1 hour,4.5,19th-century mansion with a private art collection peacocks and European marble sculptures.
A0487,P061,College Street,Market,9:00,21:00,0,1 hour,4.5,World's largest second-hand book market in Kolkata a paradise for book lovers globally.
A0488,P061,Belur Math,Religious,6:30,11:30,0,2 hours,4.7,Headquarters of Ramakrishna Math blending Hindu Muslim and Christian architectural elements.
A0489,P061,New Market Kolkata,Market,10:00,20:00,0,1 hour,4.4,Historic 1874 British-era market with over 2000 shops selling everything under one roof.
A0490,P062,Tiger Hill,Viewpoint,4:00,8:00,0,2 hours,4.8,Most famous sunrise viewpoint in Darjeeling with stunning Kanchenjunga and Everest panoramas.
A0491,P062,Darjeeling Himalayan Railway,Historical,6:00,18:00,1200,3 hours,4.9,UNESCO-listed toy train winding through tea estates tunnels and Himalayan mountain scenery.
A0492,P062,Batasia Loop,Viewpoint,8:00,18:00,20,30 mins,4.6,Scenic railway loop with war memorial and panoramic views of Kanchenjunga range.
A0493,P062,Padmaja Naidu Himalayan Zoological Park,Wildlife,8:30,16:30,100,2 hours,4.6,High-altitude zoo famous for snow leopards red pandas and Tibetan wolves.
A0494,P062,Happy Valley Tea Estate,Nature,8:00,16:30,100,1 hour,4.5,One of Darjeeling's oldest tea estates offering factory tours and fresh tea tasting.
A0495,P062,Ghoom Monastery,Monastery,7:00,18:00,0,1 hour,4.6,Oldest Tibetan Buddhist monastery near Darjeeling housing a nine-foot Maitreya Buddha statue.
A0496,P062,Peace Pagoda Darjeeling,Religious,5:00,19:00,0,1 hour,4.5,Japanese-built white Buddhist pagoda on hilltop offering valley and mountain views.
A0497,P062,Mahakal Temple Darjeeling,Temple,5:00,20:00,0,30 mins,4.4,Sacred Shiva temple atop Observatory Hill surrounded by colourful prayer flags and bells.
A0498,P063,Sundarbans Tiger Reserve,Wildlife,6:00,18:00,250,Half Day,4.8,Largest mangrove forest and tiger reserve in the world spread across India and Bangladesh.
A0499,P063,Sajnekhali Bird Sanctuary,Wildlife,6:00,18:00,0,2 hours,4.6,Watchtower and sanctuary inside Sundarbans with crocodiles spotted deer and diverse birdlife.
A0500,P063,Dobanki Watchtower,Wildlife,6:00,18:00,0,1 hour,4.5,Canopy walkway and watchtower offering excellent wildlife viewing inside Sundarbans core zone.
A0501,P063,Sudhanyakhali Watch Tower,Wildlife,6:00,18:00,0,1 hour,4.5,Popular watchtower with freshwater lake attracting tigers deer and crocodiles regularly.
A0502,P063,Netidhopani Watch Tower,Wildlife,6:00,18:00,0,1 hour,4.4,Watchtower with ancient 400-year-old temple ruins and frequent wildlife sighting opportunities.
A0503,P063,Mangrove Boat Safari,Nature,6:00,17:00,500,Half Day,4.7,Guided boat safari through narrow mangrove creek channels spotting wildlife and rare birds.
A0504,P064,Jagannath Temple Puri,Temple,5:00,0:00,0,2 hours,4.9,12th-century sacred Hindu temple dedicated to Lord Jagannath with towering 65-metre spire.
A0505,P064,Puri Beach,Beach,0:00,23:59,0,2 hours,4.6,Famous golden beach and one of India's most popular pilgrimage and tourism destinations.
A0506,P064,Chilika Lake,Lake,6:00,18:00,0,Half Day,4.7,Asia's largest coastal lagoon with Irrawaddy dolphins migratory birds and scenic boat rides.
A0507,P064,Konark Sun Temple,Historical,6:00,20:00,600,2 hours,4.9,UNESCO-listed 13th-century chariot-shaped temple dedicated to Sun God with erotic carvings.
A0508,P064,Raghurajpur Heritage Village,Historical,8:00,18:00,0,1 hour,4.5,Living heritage craft village of Odisha where artisans practise Pattachitra and other arts.
A0509,P064,Sakshigopal Temple,Temple,6:00,21:00,0,1 hour,4.5,Famous Vishnu temple near Puri where the deity is believed to have testified in court.
A0510,P064,Swargadwar Beach,Beach,0:00,23:59,0,1 hour,4.4,Sacred cremation ghat on Puri Beach where Hindu last rites are conducted beside the sea.
A0511,P065,Lingaraj Temple,Temple,6:00,21:00,0,2 hours,4.8,Magnificent 11th-century Kalingan temple dedicated to Lord Shiva largest temple in Bhubaneswar.
A0512,P065,Udayagiri and Khandagiri Caves,Historical,8:00,18:00,25,2 hours,4.6,Ancient Jain rock-cut caves from 2nd century BC with carved reliefs and royal inscriptions.
A0513,P065,Mukteshwar Temple,Temple,7:00,18:00,0,1 hour,4.7,10th-century jewel of Odisha architecture with exquisite carvings and ornamental torana gateway.
A0514,P065,Odisha State Museum,Museum,10:00,17:00,10,2 hours,4.4,Museum with impressive collection of natural history Buddhist and Jain antiquities and manuscripts.
A0515,P065,Rajarani Temple,Temple,8:00,18:00,25,1 hour,4.5,11th-century temple famous for exquisite sculptural art on its tower with no main deity.
A0516,P065,Nandankanan Zoological Park,Wildlife,8:00,17:30,80,3 hours,4.5,Famous zoo and botanical garden home to rare white tigers crocodiles and giraffes.
A0517,P065,Parasurameswara Temple,Temple,8:00,18:00,0,1 hour,4.5,7th-century Shiva temple considered the best preserved early Kalingan temple in Bhubaneswar.
A0518,P065,Bindu Sagar Lake,Lake,5:00,21:00,0,1 hour,4.4,Sacred lake at the centre of Bhubaneswar believed to contain water from all holy rivers.
A0519,P066,Konark Sun Temple,Historical,6:00,20:00,600,3 hours,4.9,UNESCO-listed 13th-century chariot-shaped Odishan temple with 24 intricately carved stone wheels.
A0520,P066,Konark Beach,Beach,0:00,23:59,0,1 hour,4.4,Serene beach near Sun Temple ideal for sunrise walks and peaceful coastal atmosphere.
A0521,P066,Archaeological Museum Konark,Museum,10:00,17:00,25,1 hour,4.4,Museum displaying sculptures and architectural fragments rescued from Konark Sun Temple complex.
A0522,P066,Chandrabhaga Beach,Beach,0:00,23:59,0,1 hour,4.5,Sacred beach where Chandrabhaga River meets the sea hosting Magha Saptami festival annually.
A0523,P066,Ramachandi Temple,Temple,6:00,20:00,0,1 hour,4.4,Scenic temple dedicated to Goddess Ramachandi at confluence of Kusabhadra River and sea.
A0524,P066,Sun Temple Sound and Light Show,Historical,19:00,21:00,100,1 hour,4.6,Dramatic evening sound and light show narrating the history of Konark Sun Temple.
A0525,P067,Chilika Lake Bird Watching,Wildlife,6:00,18:00,0,Half Day,4.8,Asia's largest coastal lagoon hosting over 160 migratory bird species in winter months.
A0526,P067,Nalabana Bird Sanctuary,Wildlife,7:00,17:00,150,Half Day,4.7,Core bird sanctuary inside Chilika Lake with flamingos pelicans and rare migratory species.
A0527,P067,Satapada Dolphin Spotting,Wildlife,7:00,17:00,300,2 hours,4.8,Boat excursion to spot rare Irrawaddy dolphins where Chilika Lake meets the Bay of Bengal.
A0528,P067,Kalijai Temple,Temple,6:00,18:00,0,2 hours,4.6,Sacred island temple dedicated to Goddess Kalijai reachable by boat across Chilika Lake.
A0529,P067,Breakfast Island Chilika,Nature,7:00,17:00,200,2 hours,4.5,Seasonal sandbar island inside Chilika Lake attracting thousands of migratory birds annually.
A0530,P067,Rambha Bay,Nature,6:00,18:00,0,1 hour,4.4,Scenic bay area of Chilika Lake with mangroves fishing villages and peaceful boat rides.
A0531,P067,Mangalajodi Ecotourism,Wildlife,6:00,18:00,300,Half Day,4.7,Award-winning community ecotourism site with exceptional birdwatching across Chilika wetlands.
A0532,P068,Golghar,Historical,9:00,17:00,25,1 hour,4.5,Unique beehive-shaped 1786 British granary offering panoramic views over Patna and Ganges.
A0533,P068,Patna Museum,Museum,10:30,16:30,15,2 hours,4.5,Finest museum in Bihar with Didarganj Yakshi statue and Buddhist Jain Hindu artifacts.
A0534,P068,Mahavir Mandir Patna,Temple,5:00,21:00,0,1 hour,4.7,One of India's most visited Hanuman temples with massive daily devotee footfall.
A0535,P068,Takht Sri Patna Sahib,Religious,4:00,22:00,0,1 hour,4.7,One of five Takhts of Sikhism birthplace of Guru Gobind Singh Ji in Patna.
A0536,P068,Agam Kuan,Historical,6:00,18:00,0,30 mins,4.2,Ancient well from Mauryan Emperor Ashoka's era believed to have mysterious depth and powers.
A0537,P068,Kumhrar Archaeological Site,Historical,9:00,17:00,25,1 hour,4.3,Ruins of ancient Pataliputra capital of Maurya Empire with 80-pillared assembly hall.
A0538,P068,Sanjay Gandhi Botanical Garden,Garden,6:00,18:00,30,1 hour,4.2,Large botanical garden on Ganges bank with rare plant species and peaceful walking paths.
A0539,P069,Mahabodhi Temple,Temple,5:00,21:00,0,2 hours,4.9,UNESCO-listed sacred temple marking exact spot where Buddha attained enlightenment in 528 BC.
A0540,P069,Bodhi Tree,Religious,5:00,21:00,0,1 hour,4.9,Sacred Peepal tree descendant of original tree under which Gautama Buddha attained enlightenment.
A0541,P069,Animesh Lochana Chaitya,Religious,6:00,18:00,0,30 mins,4.6,Sacred site where Buddha stood gazing at Bodhi Tree in gratitude after enlightenment.
A0542,P069,Sujata Stupa,Historical,7:00,18:00,0,1 hour,4.4,Ancient stupa built at spot where village woman Sujata offered rice pudding to Buddha.
A0543,P069,Royal Bhutan Monastery,Monastery,9:00,18:00,0,1 hour,4.5,Ornate Bhutanese-style monastery with stunning murals golden statues and peaceful meditation halls.
A0544,P069,Thai Monastery Bodh Gaya,Monastery,8:00,17:00,0,30 mins,4.4,Elegant Thai-style Buddhist temple with white and gold exterior and intricate Thai architecture.
A0545,P069,Indosan Nippon Japanese Temple,Monastery,9:00,17:00,0,30 mins,4.4,Japanese-style pagoda temple with beautiful gardens and large Buddha statue inside complex.
A0546,P069,Archaeological Museum Bodh Gaya,Museum,10:00,17:00,25,1 hour,4.4,Museum with sculptures railings and artifacts excavated from Mahabodhi Temple complex area.
A0547,P070,Nalanda Archaeological Ruins,Historical,9:00,17:30,100,2 hours,4.8,UNESCO-listed ruins of ancient world's first residential university founded in 5th century AD.
A0548,P070,Nalanda Archaeological Museum,Museum,10:00,17:00,25,1 hour,4.6,Museum housing over 13000 artifacts sculptures and manuscripts excavated from Nalanda ruins.
A0549,P070,Hieun Tsang Memorial Hall,Historical,9:00,17:00,0,1 hour,4.4,Memorial dedicated to Chinese scholar and traveller who studied at ancient Nalanda University.
A0550,P070,Nalanda Multimedia Museum,Museum,9:00,17:30,100,1 hour,4.5,Modern multimedia museum reconstructing ancient Nalanda University life with digital exhibits.
A0551,P070,Surya Mandir Nalanda,Temple,6:00,18:00,0,30 mins,4.3,Ancient sun temple near Nalanda ruins dedicated to the Sun God with carved stone panels.
A0552,P071,Digha Beach,Beach,0:00,23:59,0,2 hours,4.5,Wide sandy beach on Bay of Bengal popular with Bengali tourists for sea bathing.
A0553,P071,New Digha Beach,Beach,0:00,23:59,0,2 hours,4.4,Quieter extended beach area with cleaner sands better amenities and seaside promenade.
A0554,P071,Marine Aquarium Digha,Museum,10:00,17:30,30,1 hour,4.3,Aquarium displaying diverse marine species found in Bay of Bengal including seahorses and turtles.
A0555,P071,Udaipur Beach,Beach,0:00,23:59,0,1 hour,4.3,Secluded beach near Digha ideal for peaceful walks away from the main tourist crowds.
A0556,P071,Talsari Beach,Beach,0:00,23:59,0,1 hour,4.4,Serene beach at Odisha-West Bengal border with casuarina groves and peaceful atmosphere.
A0557,P072,Bishnupur Terracotta Temples,Temple,9:00,17:30,25,3 hours,4.7,Remarkable cluster of 17th-century terracotta temples with intricate mythological panels and motifs.
A0558,P072,Rasmancha Temple,Temple,9:00,17:30,25,1 hour,4.6,Unique 1600 CE laterite pyramidal temple used to display deities during Ras festival.
A0559,P072,Jor Bangla Temple,Temple,9:00,17:30,25,1 hour,4.5,Famous twin-hut style terracotta temple with exquisite panels depicting Ramayana and Mahabharata.
A0560,P072,Shyam Rai Temple,Temple,9:00,17:30,25,1 hour,4.5,17th-century terracotta temple with five towers and elaborate panels showing scenes from epics.
A0561,P072,Bishnupur Museum,Museum,10:00,17:00,20,1 hour,4.3,Small museum displaying terracotta artifacts coins weapons and Bishnupur Malla dynasty history.
A0562,P072,Madan Mohan Temple Bishnupur,Temple,9:00,17:30,25,1 hour,4.4,Imposing tall-towered 1694 terracotta temple dedicated to Lord Krishna in Bishnupur town.
A0563,P072,Lalji Temple Bishnupur,Temple,9:00,17:30,25,30 mins,4.3,Five-spired 1658 CE terracotta temple with intricate carvings dedicated to Lord Krishna.
A0564,P073,Rumtek Monastery,Monastery,7:00,18:00,0,2 hours,4.8,Largest monastery in Sikkim headquarters of Karma Kagyu lineage with golden stupa and murals.
A0565,P073,Tsomgo Lake,Lake,8:00,17:00,0,2 hours,4.8,Sacred glacial lake at 3753m on Gangtok-Nathu La highway revered by local Sikkimese people.
